企业名称,宣讲地点,宣讲时间,宣讲场地
云南嘉华食品有限公司,西南林业大学,2018-11-16,B406
云南嘉华食品有限公司,西南林业大学,2018-11-16,B406
四川海底捞餐饮股份有限公司,昆明理工大学,2018-11-16,呈贡校区西北区教学楼B栋102
江苏新晨医药有限公司,云南民族大学,2018-11-16,广智院A-208
北京中公教育科技股份有限公司云南分公司,云南民族大学,2018-11-16,广智院A-209
国药控股云南有限公司,昆明理工大学,2018-11-16,呈贡校区西北区教学楼B栋102
亿利资源集团有限公司,西南林业大学,2018-11-15,新校区就业创业实训基地一楼报告厅
中海油云南销售有限公司,云南财经大学,2018-11-15,凌云楼北304
广州市亚丹柜业有限公司,云南民族大学,2018-11-15,博雅院B-206
昆明中海房地产开发有限公司,云南财经大学,2018-11-15,云南财经大学北院众创空间路演大厅（卓远楼附楼汇文礼堂北门旁边）
云南东风南方汽车销售服务有限公司,昆明理工大学,2018-11-15,呈贡校区西北区教学楼B栋101
云南联迪汽车服务有限公司,西南林业大学,2018-11-15,白龙校区经管楼311会议室
云南震安减震科技股份有限公司,昆明理工大学,2018-11-15,呈贡校区建工楼315
昆明中原房地产经纪有限公司,云南师范大学文理学院,2018-11-15,招聘室（三号公寓超市旁）
昆明怡泰祥珠宝有限公司,昆明理工大学,2018-11-15,新迎校区润泽楼101
盛云科技有限公司,昆明理工大学,2018-11-15,莲华校区管经楼406教室
巴楚县教育局,大理大学,2018-11-15,J2A-101
巴楚县教育局,大理大学,2018-11-15,J2A-101
福建省三福百货有限公司,云南大学滇池学院,2018-11-15,三号学思楼409多媒体教室
云南沃尔玛百货有限公司,西南林业大学,2018-11-15,新校区就业创业实训基地一楼报告厅
亿利资源集团有限公司,昆明理工大学,2018-11-15,呈贡校区西北区教学楼B栋101
昆明市单山调味食品有限公司,昆明理工大学,2018-11-15,呈贡校区西北区教学楼B栋102
新奥集团股份有限公司,云南民族大学,2018-11-15,广智院B-313
云南普罗米资产管理有限公司,云南民族大学,2018-11-15,广智院A-214
云南舒格教育信息咨询有限公司,云南民族大学,2018-11-15,广智院B-216
湖北兴发化工集团股份有限公司,西南林业大学,2018-11-15,新校区就业创业实训基地一楼报告厅
广州市亚丹柜业有限公司,昆明理工大学,2018-11-15,呈贡校区西北区教学楼B栋101
广东水电二局股份有限公司,昆明理工大学,2018-11-15,呈贡校区西北区教学楼B栋102
京木（中国）创意展示有限公司,云南师范大学文理学院,2018-11-15,招聘室（三号公寓超市旁）
京木（中国）创意展示有限公司,西南林业大学,2018-11-15,工学楼809
云南东风南方汽车销售服务有限公司,云南民族大学,2018-11-14,博雅院B-102
昆明中海房地产开发有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋101
云南盛荣房地产开发有限公司,云南财经大学,2018-11-14,学生服务大厅
云南盛荣房地产开发有限公司,云南财经大学,2018-11-14,学生服务大厅
湖北兴发化工集团股份有限公司,云南农业大学,2018-11-14,逸夫楼B区401（周三）
北京市政路桥股份有限公司工程总承包一部,昆明理工大学,2018-11-14,呈贡校区建工楼315
云南巨星农牧有限公司,云南农业大学,2018-11-14,逸夫楼B502（周三）
安徽长江钢铁股份有限公司,昆明理工大学,2018-11-14,莲华校区冶能楼407
四川航空股份有限公司,云南农业大学,2018-11-14,逸夫楼B区307（周三）
重庆日泉农牧有限公司,云南农业大学,2018-11-14,逸夫楼B区205(周三）
成都热风时尚贸易有限公司,云南农业大学,2018-11-14,逸夫楼B区305（周三）
云南智墨企业管理有限公司,云南交通职业技术学院,2018-11-14,勤业楼202
云南嘉华食品有限公司,云南交通职业技术学院,2018-11-14,勤业楼305
云南胜威化工有限公司,云南农业大学,2018-11-14,逸夫楼B402（周三）
金正大诺泰尔化学有限公司,云南农业大学,2018-11-14,逸夫楼B区403（周三）
四川弈新实业有限公司,西南林业大学,2018-11-14,新校区就业创业实训基地一楼报告厅
福建省邮电规划设计院有限公司,云南农业大学,2018-11-14,逸夫楼B区405（周三）
云南诚缘装饰工程有限公司,云南农业大学,2018-11-14,7号教学楼B区203教室（周三）
小米之家商业有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋105
小米之家商业有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋105
益海嘉里（昆明）食品工业有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋101
日照钢铁有限公司,昆明理工大学,2018-11-14,新迎校区明虹楼报告厅
云南达内英才科技有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋102
云南平云会计师事务所有限公司,西南林业大学,2018-11-14,经管楼303会议室
云南大尔多贸易有限公司,云南交通职业技术学院,2018-11-14,勤业楼202
云南苏宁易购销售有限公司,云南交通职业技术学院,2018-11-14,勤业楼305
深圳市中金岭南科技有限公司,昆明理工大学,2018-11-14,呈贡校区机电楼100报告厅
云南驰宏锌锗股份有限公司,昆明理工大学,2018-11-14,莲华校区冶能楼407
重庆人文科技学院,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋102
四川航空股份有限公司,云南民族大学,2018-11-14,博雅院C-304
中车资阳机车有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋105
湖北兴发化工集团股份有限公司,云南民族大学,2018-11-14,博雅院B-501
云南昆船电子设备有限公司,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋104
飞马智科信息技术股份有限公司,昆明理工大学,2018-11-14,呈贡校区信自楼617
中国铁道科学研究院深圳研究设计院,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋101
中国铁道科学研究院深圳研究设计院,昆明理工大学,2018-11-14,呈贡校区西北区教学楼B栋101
中海油云南销售有限公司,云南民族大学,2018-11-13,博雅院C-304
宁波方太厨具有限公司,云南中医学院,2018-11-13,教学楼1303
重庆融创物业管理有限公司昆明分公司,昆明理工大学,2018-11-13,呈贡校区西北区教学楼B栋101
湖北兴发化工集团股份有限公司,昆明理工大学,2018-11-13,呈贡校区西北区教学楼B栋102
中国航发湖南南方宇航工业有限公司,昆明理工大学,2018-11-13,呈贡校区西北区教学楼B栋104
云南爱的涂装服务有限公司,云南交通职业技术学院,2018-11-13,勤业楼305
昆明艺顶装饰工程有限公司,云南交通职业技术学院,2018-11-13,勤业楼305
广州农巧施肥料有限公司,西南林业大学,2018-11-13,第二教学楼505
成都热风时尚贸易有限公司,云南大学滇池学院,2018-11-13,三号学思楼409多媒体教室
上海钢银电子商务股份有限公司,云南财经大学,2018-11-13,学生服务大厅
四川弈新实业有限公司,昆明理工大学,2018-11-13,莲华校区管经楼406教室
京木（中国）创意展示有限公司,西南林业大学,2018-11-13,新校区就业创业实训基地一楼报告厅
四川国恒建筑设计有限公司,昆明理工大学,2018-11-13,呈贡校区西北区教学楼B栋101
云南顺丰速运有限公司,云南民族大学,2018-11-13,广智院A-109
江铃汽车股份有限公司,昆明理工大学,2018-11-13,呈贡校区机电楼100报告厅
江铃汽车股份有限公司,昆明理工大学,2018-11-13,呈贡校区机电楼100报告厅
信永中和会计师事务所（特殊普通合伙）昆明分所,云南财经大学,2018-11-13,云南财经大学北院众创空间路演大厅（卓远楼附楼汇文礼堂北门旁边）
上海汉得信息技术股份有限公司,昆明理工大学,2018-11-13,呈贡校区西北区教学楼B栋102
招商证券股份有限公司昆明北京路证券营业部,云南大学滇池学院,2018-11-13,三号学思楼409多媒体教室
广州市亚丹柜业有限公司,云南艺术学院,2018-11-13,云南艺术学院2栋宿舍1楼大学生创业孵化园
四川企舰科技股份有限公司,昆明理工大学,2018-11-13,莲华校区管经楼406教室
云南胜威化工有限公司,昆明理工大学,2018-11-13,呈贡校区西北区教学楼B栋101
广东浩传管理服务有限公司昆明分公司,云南交通职业技术学院,2018-11-13,勤业楼202
成都市全友家私销售有限公司,西南林业大学,2018-11-12,经管楼515
江苏新晨医药有限公司,云南中医学院,2018-11-12,教学楼1308
上海司索家居有限公司,昆明理工大学,2018-11-12,新迎校区明虹楼417
中海油云南销售有限公司,昆明理工大学,2018-11-12,呈贡校区西北区教学楼B栋101
平安普惠投资咨询有限公司佛山岭南分公司,云南财经大学,2018-11-12,凌媒北203
广西扬翔股份有限公司,昆明理工大学,2018-11-12,呈贡校区西北区教学楼B栋101
广东南方数码科技股份有限公司,昆明理工大学,2018-11-12,莲华校区国土资源工程学院第一会议室
招商证券股份有限公司昆明北京路证券营业部,云南财经大学,2018-11-12,学生服务大厅
招商证券股份有限公司昆明北京路证券营业部,云南财经大学,2018-11-12,学生服务大厅
福建省邮电规划设计院有限公司,西南林业大学,2018-11-12,新校区就业创业实训基地一楼报告厅
四川弈新实业有限公司,云南财经大学,2018-11-12,凌媒南203
昆明世纪金源大饭店有限公司,西南林业大学,2018-11-12,第一教学楼347
南京小银星艺术培训学校,云南艺术学院,2018-11-12,云南艺术学院2栋宿舍1楼大学生创业孵化园
湖北兴发化工集团股份有限公司,昆明理工大学,2018-11-12,呈贡校区化工楼二楼100报告厅
时代上汽动力电池有限公司,昆明理工大学,2018-11-12,呈贡校区机电楼100报告厅
北京迪信通商贸股份有限公司,昆明理工大学,2018-11-12,呈贡校区西北区教学楼B栋102
云南中润财税专修管理学院,云南民族大学,2018-11-12,广智院B-214
北京互联企信信息技术有限公司昆明分公司,云南民族大学,2018-11-12,广智院B-207
昆明德雕装饰工程有限公司,云南民族大学,2018-11-12,广智院B-114
中国人寿保险股份有限公司昆明分公司,云南财经大学,2018-11-12,学生服务大厅
缔脉生物医药科技（上海）有限公司,昆明医科大学,2018-11-12,呈贡校区学生会堂209室
金正大诺泰尔化学有限公司,西南林业大学,2018-11-12,新校区就业创业实训基地一楼报告厅
京木（中国）创意展示有限公司,昆明理工大学,2018-11-12,呈贡校区西北区教学楼B栋101
云南展程商贸有限公司,昆明理工大学,2018-11-12,呈贡校区中心区教学楼101
云南展程商贸有限公司,昆明理工大学,2018-11-12,呈贡校区中心区教学楼101
福建省邮电规划设计院有限公司,云南民族大学,2018-11-12,广智院B-503
中铁十八局集团有限公司,云南农业大学,2018-11-10,厚德楼1-5
云南省红河州水利水电勘察设计研究院,昆明理工大学,2018-11-10,呈贡校区电力楼420
西藏华泰龙矿业开发有限公司,昆明理工大学,2018-11-10,莲华校区国土资源工程学院第一会议室
斐乐服饰有限公司,昆明理工大学,2018-11-09,呈贡校区西北区教学楼B栋101（135-150人）
昆明自动化成套集团股份有限公司,云南交通职业技术学院,2018-11-09,实验楼411
江苏基久网络科技有限公司南京分公司,云南交通职业技术学院,2018-11-09,实验楼411
中联世纪建设集团有限公司,云南农业大学,2018-11-09,逸夫楼B区502（周五）
广东真格生物科技有限公司,云南农业大学,2018-11-09,逸夫楼C107
云南建投第二安装工程公司,云南农业大学,2018-11-09,逸夫楼B区504（周五）
中粮食品营销有限公司,云南财经大学,2018-11-09,学生服务大厅
云南电顾电力工程技术有限公司,云南交通职业技术学院,2018-11-09,实验楼411
国药控股云南有限公司,云南中医学院,2018-11-09,教学楼3407
合诚工程咨询集团股份有限公司,云南农业大学,2018-11-09,逸夫楼B区404（周五）
云南志在教育投资有限公司,云南农业大学,2018-11-09,逸夫楼B506
云南志在教育投资有限公司,云南农业大学,2018-11-09,逸夫楼B506
成都市永盛林业设计咨询有限公司,西南林业大学,2018-11-09,林学楼511
宜宾丰川动力科技有限公司,昆明理工大学,2018-11-09,呈贡校区西北区教学楼B栋101
江西瑞林电气自动化有限公司,昆明理工大学,2018-11-09,呈贡校区信自楼617
中冶交通建设集团有限公司,昆明理工大学,2018-11-09,呈贡校区信自楼100报告厅
中国化学工程第三建设有限公司,昆明理工大学,2018-11-09,呈贡校区西北区教学楼B栋102
